     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
         6390 	       35.968 	         0.50 	        -3.79 	       -16.90 	        -0.23 	        -3.60 	        -0.59 
         6391 	       35.984 	         0.18 	        -3.07 	       -17.68 	         0.80 	         5.62 	        -0.99 
         6392 	       36.000 	        -1.31 	        -3.99 	       -14.24 	         0.95 	        17.12 	        -1.03 
         6393 	       36.016 	        -9.07 	        -3.78 	       -15.36 	         0.70 	        34.87 	        -1.70 
         6394 	       36.032 	         0.10 	        -2.67 	        46.57 	        -1.66 	        19.17 	        -1.64 
         6395 	       36.048 	        -1.28 	        -4.98 	         4.84 	        -2.92 	        19.72 	         1.59 
         6396 	       36.064 	        -1.65 	        -6.97 	         3.84 	        -2.28 	        14.43 	         0.21 
         6397 	       36.080 	         2.23 	        -4.19 	         3.32 	        -0.75 	         8.05 	        -0.72 
         6398 	       36.096 	         2.59 	        -4.71 	         5.62 	         0.11 	         4.25 	        -0.74 
         6399 	       36.112 	         2.64 	        -5.34 	         9.41 	         0.36 	         3.64 	        -0.59 
         6400 	       36.128 	         1.31 	        -4.83 	         8.36 	         0.41 	         2.08 	        -0.37 
         6401 	       36.144 	         0.81 	        -5.04 	         9.31 	         1.02 	        -3.01 	        -0.35 
         6402 	       36.160 	         3.11 	        -4.69 	        10.65 	         1.59 	       -10.75 	        -0.46 
         6403 	       36.176 	         2.15 	        -4.67 	         7.34 	         2.30 	       -15.70 	        -0.92 
         6404 	       36.192 	         5.71 	        -3.91 	         7.37 	         1.85 	       -16.09 	        -0.49 
         6405 	       36.208 	         7.94 	        -3.84 	         5.80 	         1.48 	       -14.85 	         0.11 
         6406 	       36.224 	         8.89 	        -4.27 	         4.67 	         1.34 	       -15.59 	         0.19 
